线号,行别,公里区间,样本量,max_acc均值,max_accP95,max_accP99,三级及以上占比,车速均值,覆盖天数,z_max_acc均值,z_max_accP95,z_三级及以上占比,原始风险分,样本权重,风险分,质量风险指数,质量等级
4001,单线,4042,986,0.060618661257606496,0.09,0.12,0.002028397565922921,134.09837728194725,100,0.008812585204750067,0.0,-0.8514309941078185,-0.21109523148600462,0.7812995245641838,-0.16492860399778173,36.71,B(良)
4001,单线,4043,433,0.05330254041570439,0.07,0.09680000000000007,0.0,134.87759815242495,71,-3.9434943710366395,-2.0,-1.6219265413067327,-2.2941805095340113,0.34310618066561016,-0.7871475123836981,7.59,A(优)
4001,单线,4044,495,0.05876767676767677,0.09,0.13,0.00202020202020202,124.03030303030303,96,-0.9911242711610889,0.0,-0.8545441074298343,-0.4118608810896764,0.39223454833597465,-0.1615460666714658,36.96,B(良)
4001,单线,4045,527,0.06055028462998102,0.1,0.15,0.0056925996204933585,120.13851992409867,98,-0.02812576325181108,1.0000000000000013,0.5404319298644137,0.679482829815742,0.41759112519809827,0.28374599945554363,72.91,D(差)
4001,单线,4046,1076,0.0612639405204461,0.09,0.1825,0.013940520446096654,117.17007434944237,98,0.35740465665230414,0.0,3.673440160864244,0.9898409715465218,0.8526148969889065,0.8439531579905368,86.84,E(很差)
4001,单线,4047,500,0.061660000000000006,0.11,0.18,0.014,120.422,95,0.5713634840080428,2.0000000000000013,3.6960337254601736,2.1382811281666525,0.39619651347068147,0.8471795277997831,87.09,E(很差)
4001,单线,4048,728,0.06177197802197802,0.1,0.18,0.013736263736263736,119.21978021978022,100,0.6318561309685866,1.0000000000000013,3.595852370356244,1.575334318782779,0.5768621236133122,0.9087507005339646,88.61,E(很差)
4001,单线,4049,1630,0.06842331288343559,0.11,0.13,0.0049079754601227,126.75950920245398,100,4.225033117694656,2.0000000000000013,0.2423890649218059,2.0056038897693833,1.0,2.0056038897693833,96.2,E(很差)
4001,单线,4050,1703,0.06409864944216088,0.1,0.1598000000000002,0.008807985907222548,122.77275396359366,100,1.8887680707235324,1.0000000000000013,1.723824821897008,1.3587098196189593,1.0,1.3587098196189593,94.18,E(很差)
4001,单线,4051,953,0.062350472193074505,0.09,0.20480000000000018,0.016789087093389297,120.51101783840504,98,0.9443696317673642,0.0,4.755480464259937,1.377744042418457,0.7551505546751188,1.0404041778326383,90.89,E(很差)
4001,单线,4052,593,0.061028667790893755,0.11399999999999977,0.23160000000000083,0.01517706576728499,120.06239460370995,89,0.23030587497309501,2.399999999999978,4.143147224159679,2.4018479810345266,0.46988906497622823,1.1286021020233552,92.41,E(很差)
4001,单线,4053,277,0.060830324909747296,0.14,0.1824000000000001,0.032490974729241874,120.30324909747293,55,0.12315729640036885,5.000000000000004,10.71991007573869,5.454608978214749,0.21949286846275753,1.197247770971066,93.16,E(很差)
4001,单线,4054,332,0.056777108433734944,0.1,0.15689999999999998,0.006024096385542169,126.7289156626506,59,-2.0664669620653973,1.0000000000000013,0.6663524030852236,0.30329470835822725,0.2630744849445325,0.07978909918774284,56.46,C(中)
4001,单线,4055,549,0.057741347905282334,0.09600000000000022,0.13,0.0018214936247723133,129.93624772313296,88,-1.5455665486861583,0.6000000000000231,-0.930024346827562,-0.21161939644410943,0.43502377179080826,-0.09205946802521084,41.27,C(中)
4001,单线,4056,1059,0.060679886685552416,0.1,0.13420000000000074,0.0018885741265344666,131.8328611898017,95,0.04188772023855065,1.0000000000000013,-0.9045435294671392,0.33224166168092617,0.8391442155309033,0.27879866855792457,72.41,D(差)
4001,单线,4057,806,0.05977667493796526,0.09,0.11,0.0,130.06327543424317,88,-0.44604436154203786,0.0,-1.6219265413067327,-0.49469050763509076,0.6386687797147385,-0.3159433828477679,27.34,B(良)
4001,单线,4058,475,0.056947368421052635,0.1,0.1225999999999999,0.002105263157894737,126.57894736842105,70,-1.974489294283965,1.0000000000000013,-0.8222332681087018,-0.05045617588396764,0.3763866877971474,-0.018991032919876888,49.37,C(中)
4001,单线,4059,1037,0.059035679845708774,0.09,0.11,0.0,123.56702025072325,98,-0.8463439357224771,0.0,-1.6219265413067327,-0.5747504224711786,0.8217115689381933,-0.47227907139668157,18.48,A(优)
4001,单线,4060,1582,0.059601769911504426,0.09,0.1,0.0012642225031605564,123.16371681415929,99,-0.5405313673885712,0.0,-1.141706181295273,-0.39353281880153246,1.0,-0.39353281880153246,22.53,B(良)
4001,单线,4061,648,0.06061728395061729,0.10649999999999978,0.18,0.012345679012345678,121.82870370370371,82,0.008068537899906192,1.6499999999999786,3.0676327768298686,1.6760219017874367,0.5134706814580031,0.8605881080493335,87.34,E(很差)
4001,单线,4062,1311,0.062387490465293675,0.09,0.18800000000000183,0.009153318077803204,130.38901601830665,99,0.9643676030914445,0.0,1.855000733467315,0.6566237039851177,1.0,0.6566237039851177,82.78,E(很差)
